ID,Sex,Age,Height,Weight,Country,Year,Sport,Medal
64922,F,30,186,89,Germany,2000,Athletics,Bronze
64934,M,26,186,72,Germany,1988,Cycling,Gold
65024,M,20,179,63,Germany,1980,Athletics,NA
65024,M,28,179,63,Germany,1988,Athletics,Bronze
65174,F,20,158,49,Japan,1996,Swimming,NA
65183,F,17,153,63,USA,1956,Athletics,NA
65183,F,21,153,63,USA,1960,Athletics,NA
65186,M,33,181,75,Germany,2008,Cycling,NA
65276,M,24,187,90,Russia,1956,Athletics,NA
65405,M,23,184,82,Russia,1968,Cycling,NA
65405,M,27,184,82,Russia,1972,Cycling,NA
65595,F,21,176,64,Italy,2004,Athletics,NA
65668,M,22,183,95,USA,1932,Athletics,Silver
65673,F,18,168,57,France,1952,Athletics,NA
65706,F,22,164,53,Australia,2012,Athletics,NA
65751,F,15,172,63,France,1992,Swimming,NA
65753,M,22,179,77,France,1960,Cycling,NA
65758,M,31,200,85,France,2016,Swimming,NA
65762,F,24,163,53,Canada,2008,Swimming,NA
65762,F,24,163,53,Canada,2008,Swimming,NA
65854,M,33,173,58,USA,2008,Athletics,NA
65909,F,24,180,61,Italy,1996,Athletics,NA
65945,M,29,177,64,France,2004,Athletics,NA
65966,M,23,168,60,China,2012,Athletics,NA
65975,M,16,176,70,China,2004,Swimming,NA
66242,M,23,195,80,Germany,1976,Swimming,NA
66277,M,28,189,80,Australia,2008,Cycling,NA
66283,M,21,183,81,France,1992,Cycling,NA
66460,F,18,166,62,Germany,1972,Swimming,NA
66536,F,24,165,57,UK,1980,Athletics,NA
66536,F,24,165,57,UK,1980,Athletics,NA
66578,M,23,198,88,Italy,2000,Swimming,NA
66592,M,25,183,70,China,2000,Athletics,NA
66613,F,37,162,50,Canada,1992,Athletics,NA
66618,F,22,180,58,Russia,2000,Athletics,NA
66625,F,23,169,58,USA,1976,Athletics,NA
66626,M,27,182,73,Canada,1988,Athletics,NA
66709,M,21,182,73,Russia,2004,Athletics,NA
66726,M,23,187,72,Australia,2016,Swimming,Bronze
66731,M,33,175,67,UK,1908,Athletics,Gold
66763,M,20,173,59,USA,1924,Athletics,Bronze
66955,F,19,179,57,Italy,1984,Swimming,NA
66956,M,40,172,64,USA,1956,Athletics,NA
67093,F,27,168,60,Russia,2000,Athletics,NA
67168,M,26,191,102,Germany,1996,Cycling,NA
67170,M,24,181,70,France,1924,Athletics,NA
67177,M,21,190,90,Australia,2008,Swimming,Bronze
67181,M,27,179,67,France,1920,Athletics,NA
67317,F,38,173,59,USA,2000,Athletics,NA
67327,F,22,183,66,USA,2012,Swimming,NA
67378,F,15,168,61,Canada,1964,Swimming,NA
67378,F,19,168,61,Canada,1968,Swimming,NA
67475,F,17,178,68,China,1992,Swimming,NA
67486,M,21,181,75,France,2000,Swimming,NA
67535,F,17,165,54,France,1972,Swimming,NA
67558,M,24,188,77,USA,2008,Cycling,NA
67602,F,20,168,56,USA,1984,Athletics,Gold
67625,F,24,170,61,Russia,2000,Athletics,Silver
67633,M,26,184,78,Germany,2000,Athletics,NA
67636,M,23,194,85,Germany,2012,Swimming,NA
67653,M,25,188,78,France,2008,Swimming,NA
67656,F,24,156,50,France,1996,Cycling,NA
67656,F,28,156,50,France,2000,Cycling,NA
67692,M,21,175,69,Germany,1988,Cycling,Bronze
67746,F,19,183,73,USA,2016,Swimming,Silver
68090,M,24,194,87,UK,1988,Swimming,NA
68325,F,19,185,69,France,1996,Swimming,NA
68343,F,21,169,50,Canada,1972,Swimming,NA
68343,F,21,169,50,Canada,1972,Swimming,NA
68371,M,24,188,82,Germany,1992,Cycling,Silver
68394,M,30,183,75,Germany,1968,Athletics,NA
68610,M,22,190,74,France,2012,Athletics,NA
68610,M,22,190,74,France,2012,Athletics,Bronze
68741,F,27,167,60,Australia,2012,Swimming,Gold
68796,F,17,168,58,Italy,1952,Athletics,NA
68964,F,22,181,65,Russia,1996,Swimming,NA
68984,M,31,180,70,Australia,1984,Cycling,NA
68992,M,20,175,65,France,2008,Athletics,NA
69024,F,24,176,64,France,2012,Athletics,NA
69080,M,24,170,58,China,1988,Cycling,NA
69092,M,28,183,63,Germany,1968,Athletics,NA
69117,M,22,202,88,France,2008,Swimming,Silver
69210,M,23,188,80,USA,1984,Athletics,Gold
69211,F,20,178,72,USA,1984,Athletics,NA
69229,F,18,171,64,Australia,1992,Swimming,NA
69261,F,17,168,53,Australia,1972,Swimming,NA
69261,F,17,168,53,Australia,1972,Swimming,NA
69262,F,18,175,60,UK,1960,Swimming,NA
69262,F,22,175,60,UK,1964,Swimming,NA
69288,M,32,193,98,USA,2008,Swimming,Bronze
69304,M,16,184,75,China,1988,Swimming,NA
69304,M,23,184,75,China,1996,Swimming,NA
69306,F,25,165,68,China,1988,Athletics,NA
69372,F,16,160,49,China,1964,Swimming,NA
69417,M,18,186,80,China,1984,Swimming,NA
69421,F,19,160,46,China,1988,Athletics,NA
69439,F,19,185,63,China,2008,Athletics,NA
69441,F,23,174,72,China,2012,Athletics,NA
69441,F,27,174,72,China,2016,Athletics,NA
69477,M,32,180,86,China,2004,Athletics,NA
69484,M,24,194,100,China,2000,Athletics,NA
69496,M,20,175,61,China,1988,Athletics,NA
69518,M,23,191,85,China,2016,Swimming,NA
69532,M,22,199,98,China,2012,Swimming,NA
69538,F,23,171,61,China,2000,Athletics,NA
69594,M,17,183,73,China,2016,Swimming,NA
69594,M,17,183,73,China,2016,Swimming,NA
69595,M,20,173,60,China,2004,Athletics,NA
69623,F,22,167,57,China,1984,Swimming,NA
69638,F,21,169,53,China,1984,Athletics,NA
69664,M,22,186,73,Italy,2008,Athletics,NA
69671,F,30,170,51,Germany,2016,Cycling,NA
69735,F,22,167,57,Germany,1980,Athletics,NA
69746,M,20,186,67,Germany,1992,Athletics,NA
69800,M,22,173,61,USA,1904,Athletics,Gold
69847,M,27,191,94,USA,1948,Athletics,NA
69875,M,24,170,61,USA,1912,Athletics,NA
69950,F,27,180,64,Canada,2000,Swimming,NA
69950,F,27,180,64,Canada,2000,Swimming,NA
69977,M,20,173,71,China,1988,Swimming,NA
70009,M,23,190,85,China,2016,Swimming,NA
70317,M,23,192,107,Germany,1960,Athletics,NA
70533,F,21,163,59,Russia,1952,Athletics,NA
70565,M,27,175,75,China,1984,Cycling,NA
70576,F,25,170,62,China,2008,Athletics,NA
70582,F,21,160,50,China,2008,Athletics,NA
70582,F,25,160,50,China,2012,Athletics,NA
70599,F,18,172,63,China,2008,Swimming,NA
70610,F,20,170,68,China,1996,Swimming,NA
70650,M,15,175,67,China,2004,Swimming,NA
70728,F,27,182,72,UK,1988,Athletics,NA
70749,F,17,174,65,Australia,1988,Swimming,NA
70749,F,25,174,65,Australia,1996,Swimming,Silver
70841,M,29,174,56,Australia,1988,Athletics,NA
70854,M,19,194,91,UK,2012,Swimming,NA
70896,M,20,178,74,Canada,1936,Athletics,Silver
70920,F,29,180,67,Germany,1996,Athletics,NA
70922,M,23,193,85,Russia,2012,Swimming,Bronze
70935,M,35,188,93,Russia,2004,Athletics,NA
70965,M,20,188,88,USA,2004,Swimming,Gold
70965,M,24,188,88,USA,2008,Swimming,Gold
71039,M,19,182,83,Australia,1996,Swimming,NA
71052,M,23,183,63,Russia,1996,Athletics,NA
71059,M,20,176,75,Russia,1964,Cycling,NA
71064,M,19,175,75,China,1968,Swimming,NA
71069,F,22,176,63,Germany,1988,Swimming,NA
71075,F,26,167,59,Germany,1968,Athletics,NA
71135,M,35,180,65,France,1996,Athletics,NA
71152,F,18,171,56,Italy,1980,Athletics,NA
71186,M,23,183,75,UK,1928,Athletics,Bronze
71201,F,18,163,60,UK,1964,Swimming,NA
71202,M,23,184,72,Germany,1936,Athletics,NA
71235,F,24,170,59,Italy,2016,Cycling,NA
71235,F,24,170,59,Italy,2016,Cycling,Bronze
71236,F,25,164,48,France,1984,Cycling,NA
71236,F,29,164,48,France,1988,Cycling,NA
71236,F,45,164,48,France,2004,Cycling,NA
71486,M,20,175,68,France,1920,Athletics,Silver
71493,M,19,175,65,UK,1964,Swimming,NA
71574,M,25,175,65,Germany,1960,Cycling,Silver
71583,M,20,172,69,USA,1904,Athletics,NA
71715,F,19,164,50,France,1984,Athletics,NA
71715,F,19,164,50,France,1984,Athletics,NA
71743,M,25,179,71,Canada,1976,Cycling,NA
71757,M,20,186,83,Russia,1972,Athletics,Silver
71790,M,24,178,75,UK,1984,Swimming,NA
71797,F,18,171,58,UK,2008,Swimming,NA
71797,F,22,171,58,UK,2012,Swimming,NA
71804,F,28,165,52,UK,1972,Athletics,NA
71896,M,21,175,58,China,2008,Athletics,NA
71899,F,16,170,60,China,1992,Swimming,NA
71909,F,27,171,70,China,2016,Athletics,NA
71969,M,19,192,80,Germany,1984,Athletics,NA
72060,F,19,170,56,Germany,2016,Athletics,NA
72109,M,28,182,82,Germany,1988,Cycling,NA
72339,M,23,188,83,USA,1984,Swimming,NA
72421,M,24,198,90,Canada,2004,Swimming,NA
72522,M,24,178,68,USA,1976,Athletics,NA
72582,M,28,195,107,Russia,1996,Athletics,NA
72678,F,25,164,53,Russia,1960,Athletics,Gold
72693,M,27,185,87,Russia,1976,Athletics,NA
72802,M,30,180,65,France,2000,Athletics,NA
72872,M,26,185,76,Canada,1908,Athletics,NA
72977,F,26,187,80,Germany,2012,Athletics,NA
73061,F,16,179,72,Australia,1992,Swimming,NA
73074,M,20,188,80,UK,1924,Athletics,NA
73094,F,22,172,70,Canada,2016,Swimming,NA
73095,M,33,174,87,UK,2004,Cycling,NA
73134,M,24,181,93,France,1956,Athletics,NA
73188,M,20,188,77,USA,1912,Athletics,NA
73214,M,28,176,78,Australia,2008,Cycling,NA
73221,F,26,168,58,USA,2012,Athletics,NA
73281,F,26,173,65,UK,2000,Athletics,NA
73346,F,27,187,81,Italy,1992,Athletics,NA
73402,M,28,191,118,USA,1968,Athletics,NA
73420,M,23,194,77,Italy,2012,Swimming,NA
73432,M,23,175,82,France,1992,Cycling,NA
73445,M,26,188,80,Italy,2008,Swimming,NA
73453,M,21,198,94,Australia,2012,Swimming,NA
73492,M,24,173,57,USA,1912,Athletics,NA
73601,M,19,180,70,Canada,1968,Swimming,NA
73605,M,22,187,80,Canada,1988,Athletics,NA
73605,M,26,187,80,Canada,1992,Athletics,NA
73683,F,24,173,65,Canada,2016,Swimming,Bronze
73809,M,22,185,71,Russia,1992,Athletics,NA
73868,F,23,161,44,Japan,1992,Athletics,NA
73967,F,20,173,63,Canada,1996,Swimming,NA
73979,F,34,168,54,Australia,1996,Athletics,NA
73984,M,26,177,77,Germany,1960,Athletics,NA
73989,M,24,198,86,USA,2000,Swimming,Gold
73990,F,25,168,62,Russia,1988,Athletics,NA
73990,F,33,168,62,Russia,1996,Athletics,NA
73992,M,29,177,70,UK,2008,Athletics,NA
74043,M,29,169,60,France,1908,Athletics,NA
74043,M,33,169,60,France,1912,Athletics,NA
74120,M,32,196,84,France,2016,Swimming,NA
74177,F,22,173,77,USA,2016,Athletics,NA
74220,M,35,188,75,Russia,2008,Athletics,NA
74285,M,19,186,78,Russia,1980,Cycling,Gold
74295,F,17,180,69,France,2004,Swimming,Bronze
74295,F,21,180,69,France,2008,Swimming,NA
74394,F,30,175,88,France,2004,Athletics,NA
74401,F,19,173,59,France,2004,Athletics,NA
74484,M,29,178,67,Germany,1956,Athletics,NA
74491,F,19,172,61,USA,1956,Swimming,Silver
74675,M,23,185,74,China,2016,Swimming,NA
74782,F,23,170,72,UK,2016,Cycling,Bronze
74783,F,32,155,48,Canada,2016,Athletics,NA
74796,M,24,184,87,Russia,2000,Swimming,NA
75026,M,21,174,68,France,1984,Cycling,NA
75027,M,19,193,83,France,1984,Athletics,NA
75027,M,23,193,83,France,1988,Athletics,NA
75027,M,23,193,83,France,1988,Athletics,Bronze
75178,M,21,181,81,Russia,2000,Cycling,Bronze
75187,M,24,174,64,Russia,1996,Athletics,Silver
75368,F,21,168,53,France,1992,Cycling,NA
75368,F,25,168,53,France,1996,Cycling,NA
75388,M,28,178,75,USA,1996,Athletics,Silver
75395,F,14,175,59,USA,1972,Swimming,Gold
75612,M,17,178,68,Australia,1972,Swimming,NA
75612,M,17,178,68,Australia,1972,Swimming,NA
75641,M,31,186,75,Germany,2016,Cycling,NA
75814,M,20,164,50,France,1996,Cycling,Bronze
75814,M,28,164,50,France,2004,Cycling,NA
75861,M,22,170,65,Italy,1972,Athletics,NA
75874,M,24,189,85,France,2016,Athletics,NA
75978,M,20,183,72,Italy,1972,Swimming,NA
76167,M,25,186,67,Canada,2012,Athletics,NA
76172,F,25,171,55,Australia,1964,Athletics,Silver
76272,F,32,168,50,Russia,2000,Athletics,NA
76550,M,20,173,70,Japan,1972,Cycling,NA
76551,M,24,184,84,Japan,2008,Swimming,NA
76551,M,28,184,84,Japan,2012,Swimming,Bronze
76574,M,23,184,82,Japan,2008,Swimming,NA
76602,F,20,148,35,Japan,1988,Athletics,NA
76672,M,21,177,67,UK,1906,Cycling,NA
76748,M,20,176,65,Germany,1960,Athletics,NA
76767,M,26,183,91,Russia,1956,Athletics,NA
76797,F,16,170,65,Germany,1968,Swimming,NA
76831,F,23,167,64,Russia,1960,Swimming,NA
76905,F,21,178,59,USA,1988,Athletics,NA
76934,M,30,176,68,Germany,1972,Athletics,NA
76969,M,21,181,73,Germany,1988,Swimming,NA
76971,F,21,170,62,Germany,1956,Athletics,NA
77060,M,27,175,70,USA,1968,Athletics,NA
77217,M,28,175,69,USA,2008,Athletics,NA
77265,F,32,163,47,Canada,1992,Athletics,NA
77288,F,33,162,47,Australia,2000,Athletics,NA
77296,M,22,181,76,Australia,1988,Cycling,Bronze
77315,M,34,183,70,USA,2008,Cycling,NA
77328,F,18,170,57,UK,2004,Swimming,NA
77346,M,25,183,71,USA,1936,Athletics,NA
77362,F,25,178,63,UK,2004,Athletics,NA
77364,F,37,165,52,USA,2008,Cycling,NA
77405,M,25,178,72,USA,1984,Athletics,Gold
77414,F,19,177,78,Canada,1964,Athletics,NA
77484,M,30,175,77,USA,1996,Cycling,NA
77497,M,38,182,102,USA,1920,Athletics,NA
77505,M,18,185,70,Australia,2012,Swimming,NA
77505,M,22,185,70,Australia,2016,Swimming,NA
77522,M,20,178,74,UK,1980,Athletics,NA
77522,M,28,178,74,UK,1988,Athletics,Silver
77534,M,28,182,72,Australia,2004,Cycling,Gold
77552,F,15,168,52,Canada,1984,Swimming,NA
77552,F,15,168,52,Canada,1984,Swimming,NA
77556,M,23,177,71,Australia,1992,Cycling,NA
77556,M,23,177,71,Australia,1992,Cycling,Silver
77582,M,20,185,80,UK,1964,Swimming,NA
77582,M,24,185,80,UK,1968,Swimming,NA
77592,F,39,165,56,UK,2000,Cycling,Bronze
77595,M,30,185,73,Australia,2000,Cycling,Gold
77608,F,17,174,63,Canada,1960,Swimming,NA
77611,F,14,160,50,Canada,1972,Swimming,NA
77720,M,24,186,80,UK,1968,Cycling,NA
77721,F,21,178,65,Australia,2016,Swimming,NA
77782,F,16,175,60,USA,2016,Athletics,NA
77798,M,22,185,77,Canada,1992,Athletics,NA
77830,M,21,183,75,Australia,2016,Swimming,NA
77877,M,20,180,68,USA,1948,Athletics,NA
77877,M,24,180,68,USA,1952,Athletics,Silver
77935,M,20,178,73,Canada,1936,Athletics,NA
77963,M,28,184,80,UK,1984,Athletics,NA
77983,M,25,188,66,USA,2016,Athletics,NA
77995,F,23,172,64,USA,1988,Swimming,Bronze
78136,M,23,178,76,Germany,2008,Swimming,NA
78143,M,30,173,59,France,2012,Athletics,NA
78240,M,33,186,85,Germany,1960,Athletics,NA
78285,F,24,169,67,Germany,2004,Cycling,NA
78299,F,27,187,80,Germany,2000,Swimming,NA
78299,F,27,187,80,Germany,2000,Swimming,NA
78437,F,16,168,57,Canada,1988,Swimming,NA
78496,F,27,174,88,Russia,1972,Athletics,Gold
78496,F,31,174,88,Russia,1976,Athletics,NA
78566,M,21,180,59,France,1928,Athletics,Bronze
78718,M,27,189,76,China,2008,Athletics,NA
78746,M,28,180,73,Italy,1980,Athletics,NA
78772,M,26,180,65,Russia,2004,Cycling,NA
78838,M,23,180,80,USA,1912,Athletics,NA
78902,M,18,180,73,Germany,1968,Swimming,NA
78976,M,31,190,79,Canada,1968,Athletics,NA
78984,M,30,191,105,Germany,1996,Athletics,NA
79019,F,20,186,68,Russia,1992,Swimming,NA
79039,M,35,188,79,France,2012,Athletics,NA
79111,F,22,175,67,France,2004,Swimming,Silver
79111,F,26,175,67,France,2008,Swimming,NA
79121,F,16,184,76,Germany,1980,Swimming,Gold
79121,F,16,184,76,Germany,1980,Swimming,Silver
79121,F,16,184,76,Germany,1980,Swimming,Gold
79135,M,21,181,75,France,1972,Athletics,NA
79143,M,16,179,70,Australia,1976,Swimming,NA
79168,M,24,194,83,UK,2004,Swimming,NA
79186,M,23,173,65,USA,1912,Athletics,Silver
79186,M,23,173,65,USA,1912,Athletics,NA
79208,F,21,172,60,France,1968,Athletics,NA
79365,F,29,168,52,Germany,1988,Athletics,NA
79390,M,24,188,97,Germany,1980,Athletics,NA
79460,F,31,168,70,Australia,2016,Athletics,NA
79462,F,29,177,66,Germany,1972,Athletics,NA
79476,M,26,180,61,USA,1996,Athletics,NA
79496,M,33,176,62,Germany,1976,Athletics,NA
79541,M,23,187,75,France,2016,Swimming,Silver
79633,M,27,183,81,Russia,1964,Athletics,Bronze
79643,M,23,175,69,Russia,1960,Athletics,NA
79657,M,19,179,64,Russia,1976,Swimming,NA
79707,M,16,178,68,Russia,1976,Swimming,NA
79741,F,25,171,50,Italy,1984,Athletics,NA
79749,M,22,188,80,Italy,1980,Cycling,NA
79771,M,22,182,75,Australia,2008,Athletics,NA
79793,M,35,191,88,USA,2008,Athletics,NA
79796,F,21,160,55,UK,1988,Athletics,NA
79812,F,18,166,53,UK,2008,Swimming,NA
79812,F,26,166,53,UK,2016,Swimming,NA
79886,F,18,155,54,Canada,1968,Athletics,NA
79973,M,24,175,68,USA,1996,Athletics,Gold
79990,M,17,193,89,USA,1968,Swimming,Bronze
79990,M,17,193,89,USA,1968,Swimming,Gold
80048,M,22,188,82,UK,1960,Swimming,NA
80066,M,27,170,56,France,1948,Athletics,Silver
80066,M,31,170,56,France,1952,Athletics,Silver
80089,M,17,183,86,USA,1900,Athletics,NA
80099,F,21,168,64,Japan,2000,Swimming,Bronze
80099,F,21,168,64,Japan,2000,Swimming,NA
80148,M,17,192,85,Italy,1984,Swimming,NA
80148,M,17,192,85,Italy,1984,Swimming,NA
80148,M,25,192,85,Italy,1992,Swimming,NA
80159,M,19,180,73,Italy,1972,Swimming,NA
80170,M,22,175,70,Australia,1984,Athletics,NA
80207,M,26,172,75,USA,1988,Cycling,NA
80207,M,29,172,75,USA,1992,Cycling,NA
80342,M,23,183,71,Russia,2004,Athletics,NA
80346,M,19,183,75,Russia,1980,Swimming,Silver
80382,F,25,165,58,Japan,2008,Swimming,NA
80406,M,22,180,73,UK,1980,Cycling,NA
80438,F,22,164,57,Australia,1960,Athletics,NA
80442,M,22,187,86,UK,2016,Athletics,NA
80532,M,22,173,65,Japan,1988,Swimming,NA
80619,M,30,164,60,Japan,2008,Cycling,NA
80634,M,26,181,90,Japan,1988,Athletics,NA
80646,M,28,172,61,Japan,1976,Athletics,NA
81047,M,23,172,63,China,1964,Cycling,NA
81172,F,24,183,79,Germany,2008,Athletics,NA
81212,F,19,172,66,France,1968,Swimming,NA
81330,M,37,176,60,Australia,2000,Athletics,NA
81370,M,20,194,95,Australia,2008,Swimming,NA
81539,F,17,174,61,USA,1964,Athletics,NA
81548,F,15,170,57,USA,1972,Swimming,NA
81603,M,23,177,80,France,2012,Cycling,NA
81668,F,17,178,79,Canada,1984,Swimming,NA
81694,M,20,187,87,UK,1984,Swimming,NA
81883,M,23,182,65,France,1968,Swimming,NA
81901,F,18,162,54,USA,1976,Athletics,NA
81938,M,24,181,79,France,1968,Cycling,Gold
82000,F,20,175,66,USA,1976,Swimming,NA
82148,F,14,159,49,Japan,1988,Swimming,NA
82156,M,19,169,68,Japan,2004,Swimming,Bronze
82164,F,16,150,48,Japan,1964,Swimming,NA
82176,F,24,168,57,UK,1984,Athletics,NA
82185,F,19,178,64,Canada,2008,Swimming,NA
82302,M,21,186,75,USA,1956,Athletics,Gold
82363,M,26,186,102,Russia,1996,Athletics,NA
82431,M,35,168,60,Russia,1952,Athletics,NA
82434,M,30,184,74,Russia,2004,Athletics,NA
82605,M,22,177,73,USA,1968,Cycling,NA
83008,F,27,175,98,Australia,1984,Athletics,Bronze
83058,M,21,190,90,USA,1912,Athletics,NA
83058,M,21,190,90,USA,1912,Athletics,NA
83083,M,21,165,52,Germany,1906,Athletics,NA
83105,F,20,172,58,Germany,2016,Athletics,NA
83144,F,21,168,59,Germany,1980,Athletics,Gold
83163,M,25,180,69,Germany,1968,Athletics,NA
83178,M,20,189,83,USA,1960,Swimming,Gold
83299,F,14,161,53,China,1988,Swimming,NA
83421,M,32,186,93,Japan,2012,Athletics,NA
83455,F,27,174,92,Russia,1968,Athletics,NA
83462,M,23,165,65,USA,1956,Athletics,Gold
83463,M,25,174,68,USA,1924,Athletics,Gold
83464,F,27,160,44,France,1992,Athletics,NA
83495,F,23,170,59,Russia,2008,Athletics,NA
83502,M,29,187,96,Japan,2004,Athletics,Gold
83503,M,26,181,90,Japan,1972,Athletics,NA
83507,M,22,168,58,Japan,1952,Athletics,NA
83507,M,26,168,58,Japan,1956,Athletics,NA
83507,M,26,168,58,Japan,1956,Athletics,NA
83545,M,21,191,91,USA,2016,Swimming,Gold
83573,M,25,180,66,USA,1920,Athletics,Bronze
83605,F,21,170,55,UK,1976,Athletics,NA
83605,F,25,170,55,UK,1980,Athletics,Bronze
83853,M,18,188,84,Canada,1992,Swimming,NA
84087,F,16,169,60,Japan,1984,Swimming,NA
84116,M,26,188,74,Germany,1984,Athletics,NA
84139,F,29,165,55,Russia,2012,Athletics,NA
84259,M,19,171,66,Japan,1960,Swimming,NA
84270,F,17,163,54,Japan,1968,Swimming,NA
84283,M,21,160,61,Japan,1932,Athletics,NA
84315,F,21,170,67,Japan,2000,Swimming,Bronze
84321,F,22,166,55,Japan,2004,Swimming,NA
84342,F,23,165,54,Japan,2004,Swimming,Bronze
84343,F,15,170,57,Japan,1988,Swimming,NA
84348,M,23,173,67,Japan,2012,Athletics,NA
84461,M,23,165,56,Japan,1936,Athletics,Bronze
84467,M,28,170,67,Japan,1932,Athletics,NA
84505,M,22,187,84,Australia,2012,Swimming,NA
84856,F,25,168,57,Russia,2004,Athletics,NA
84965,F,21,178,75,USA,2016,Swimming,Silver
85030,M,25,195,140,Canada,2016,Athletics,NA
85060,M,26,183,70,France,1988,Athletics,NA
85145,M,22,176,86,Australia,1988,Cycling,Bronze
85145,M,29,176,86,Australia,1996,Cycling,NA
85186,M,25,179,64,Canada,1988,Athletics,NA
85338,F,36,178,72,Germany,2008,Athletics,NA
85411,F,20,158,51,USA,1968,Athletics,Gold
85426,M,24,197,128,Germany,1968,Athletics,NA
85567,M,27,175,68,USA,1976,Athletics,Gold
85597,M,30,181,69,UK,2004,Cycling,Silver
85612,F,34,169,52,Australia,2016,Cycling,NA
85637,F,16,168,62,China,1984,Swimming,NA
85637,F,16,168,62,China,1984,Swimming,NA
85651,M,17,178,69,China,1984,Swimming,NA
85651,M,17,178,69,China,1984,Swimming,NA
85670,F,22,165,60,Australia,2016,Swimming,NA
85785,M,23,180,60,Italy,2008,Cycling,NA
85807,F,21,183,72,Canada,2000,Swimming,NA
85832,M,22,183,75,USA,1912,Athletics,NA
85874,M,26,192,87,France,2008,Swimming,NA
86183,M,18,176,72,Russia,1956,Swimming,NA
86257,M,24,190,84,Russia,1960,Swimming,NA
86263,M,24,176,60,Russia,2012,Athletics,NA
86494,M,22,176,61,Japan,1932,Athletics,Silver
86498,F,15,171,64,Japan,1968,Swimming,NA
86498,F,15,171,64,Japan,1968,Swimming,NA
86541,F,15,169,53,Germany,1976,Swimming,NA
86564,M,31,180,75,USA,1988,Cycling,NA
86581,M,22,175,65,USA,1984,Athletics,Gold
86641,M,26,172,56,Italy,2008,Athletics,NA
86665,M,30,181,68,Germany,1992,Athletics,NA
86767,F,27,162,52,France,1968,Athletics,NA
86940,M,22,166,57,France,1924,Athletics,NA
87064,M,25,187,96,USA,1996,Cycling,Silver
87064,M,33,187,96,USA,2004,Cycling,NA
87284,F,22,172,66,France,2016,Athletics,NA
87299,F,19,172,65,Canada,1988,Swimming,NA
87299,F,19,172,65,Canada,1988,Swimming,NA
87299,F,23,172,65,Canada,1992,Swimming,NA
87356,M,26,188,78,USA,2004,Athletics,NA
87438,F,20,175,64,Germany,2008,Athletics,NA
87589,F,24,170,53,France,2008,Athletics,NA
87632,M,46,184,67,Canada,1972,Athletics,NA
87673,M,21,183,86,Canada,2004,Swimming,NA
87706,M,21,175,74,Japan,1964,Swimming,NA
87709,F,23,173,58,Russia,2008,Athletics,NA
87831,M,27,183,65,Italy,2008,Athletics,NA
87890,F,20,173,60,UK,2016,Swimming,NA
87968,M,23,167,65,Japan,1928,Athletics,Gold
87981,M,23,176,60,UK,1928,Athletics,NA
88075,F,24,175,68,Germany,2008,Athletics,NA
88100,M,26,184,76,Australia,2012,Athletics,NA
88124,M,35,177,71,Australia,2008,Cycling,NA
88143,M,19,183,83,Japan,1988,Swimming,NA
88229,M,25,178,63,UK,2016,Athletics,NA
88232,M,19,187,82,Canada,1988,Swimming,NA
88316,F,20,172,70,UK,2004,Athletics,NA
88480,F,28,163,56,France,2008,Athletics,NA
88485,F,27,182,68,Russia,1968,Athletics,Silver
88882,M,27,195,82,USA,1996,Swimming,Gold
89064,M,16,179,68,Russia,1976,Swimming,NA
89077,M,26,165,65,Japan,1964,Cycling,NA
89117,F,18,171,63,Australia,1992,Swimming,NA
89117,F,22,171,63,Australia,1996,Swimming,NA
89117,F,27,171,63,Australia,2000,Swimming,NA
89161,M,20,183,85,Canada,1984,Cycling,NA
89182,M,19,160,47,Japan,2004,Athletics,NA
89412,M,25,175,71,Russia,1964,Athletics,NA
89438,M,23,195,85,Canada,2008,Swimming,NA
89453,M,19,168,71,Italy,1964,Swimming,NA
89483,M,25,185,73,Australia,2008,Athletics,NA
89630,F,15,179,59,Germany,1988,Swimming,NA
89689,M,22,181,75,Japan,1968,Swimming,NA
89692,M,24,165,68,Japan,1960,Cycling,NA
89730,F,17,161,53,UK,1980,Swimming,NA
89731,F,17,162,56,UK,1980,Swimming,NA
89739,M,23,175,67,Japan,1932,Athletics,Bronze
89790,M,22,181,73,Russia,1976,Cycling,NA
89790,M,22,181,73,Russia,1976,Cycling,Silver
89790,M,26,181,73,Russia,1980,Cycling,Gold
89820,M,20,190,79,Russia,1996,Swimming,NA
89843,F,25,179,73,France,1948,Athletics,Bronze
89880,F,23,163,58,Japan,2004,Cycling,NA
89884,M,22,174,68,Japan,1964,Swimming,NA
89983,F,18,162,52,Japan,2012,Swimming,NA
89983,F,18,162,52,Japan,2012,Swimming,NA
90006,M,22,170,61,USA,1932,Athletics,NA
90010,M,24,186,95,UK,1980,Athletics,NA
90025,M,24,179,83,Germany,1972,Cycling,NA
90028,M,25,174,68,Italy,1968,Athletics,NA
90028,M,25,174,68,Italy,1968,Athletics,NA
90034,M,20,179,67,Italy,1964,Athletics,NA
90035,M,22,180,64,Italy,1992,Athletics,NA
90147,M,17,185,75,China,2000,Swimming,NA
90169,M,29,181,62,UK,2012,Athletics,NA
90179,F,18,170,55,Canada,2016,Swimming,NA
90188,M,19,193,75,USA,1948,Athletics,NA
90192,M,24,183,70,UK,1980,Athletics,Gold
90212,M,21,170,61,UK,1908,Athletics,Silver
90212,M,25,170,61,UK,1912,Athletics,NA
90273,F,24,165,55,UK,2004,Athletics,NA
90273,F,32,165,55,UK,2012,Athletics,NA
