ID,Sex,Age,Height,Weight,Country,Year,Sport,Medal
116454,F,15,166,56,China,2000,Swimming,NA
116508,F,23,169,61,China,2012,Swimming,NA
116510,F,25,164,50,China,2004,Athletics,NA
116558,M,24,178,92,Australia,2012,Cycling,NA
116570,M,26,183,79,USA,1988,Cycling,NA
116594,F,19,164,56,Japan,1984,Swimming,NA
116613,F,20,170,61,France,1988,Swimming,NA
116641,M,25,180,81,Canada,1992,Athletics,NA
116641,M,29,180,81,Canada,1996,Athletics,NA
116682,F,24,166,54,Germany,1984,Athletics,Bronze
116742,F,20,173,66,USA,2012,Swimming,NA
116743,M,20,179,72,Australia,1976,Cycling,NA
116800,F,24,154,38,Japan,2016,Athletics,NA
116801,M,17,180,68,Japan,1984,Swimming,NA
116807,M,22,162,54,Japan,1936,Athletics,NA
116811,F,23,155,43,Japan,1992,Athletics,NA
116828,F,21,168,62,Japan,2012,Swimming,Silver
116919,F,23,183,82,USA,1972,Athletics,NA
117093,M,27,175,70,UK,1936,Athletics,NA
117140,M,20,181,67,UK,2008,Cycling,NA
117170,M,24,182,70,UK,1992,Cycling,NA
117174,F,31,160,48,UK,1992,Athletics,NA
117207,M,19,183,69,UK,1956,Swimming,NA
117207,M,23,183,69,UK,1960,Swimming,NA
117287,M,23,194,92,Russia,2008,Athletics,NA
117290,F,21,166,50,Russia,1980,Athletics,NA
117553,M,22,185,81,Canada,1984,Swimming,NA
117695,M,25,176,66,Japan,2000,Athletics,NA
117762,M,30,190,95,Germany,1988,Athletics,NA
117796,M,21,173,68,Japan,1972,Swimming,NA
117846,M,29,182,74,UK,2008,Swimming,NA
117846,M,29,182,74,UK,2008,Swimming,NA
117865,M,19,171,62,Japan,1932,Athletics,NA
117865,M,23,171,62,Japan,1936,Athletics,Bronze
117897,M,18,174,80,Japan,1968,Swimming,NA
117950,M,20,180,62,Japan,2004,Athletics,NA
117950,M,24,180,62,Japan,2008,Athletics,NA
117960,F,22,165,64,Japan,1960,Swimming,NA
117965,F,20,165,51,Japan,2016,Athletics,NA
117976,M,23,178,70,Japan,1984,Athletics,NA
117976,M,27,178,70,Japan,1988,Athletics,NA
117976,M,27,178,70,Japan,1988,Athletics,NA
117976,M,31,178,70,Japan,1992,Athletics,NA
118031,F,13,163,55,Japan,1968,Swimming,NA
118031,F,17,163,55,Japan,1972,Swimming,NA
118035,M,19,158,46,Japan,1932,Athletics,NA
118092,M,25,184,73,UK,2016,Athletics,NA
118133,M,23,178,58,Australia,2008,Athletics,Bronze
118152,M,23,193,79,Italy,2004,Athletics,NA
118190,M,22,187,78,Italy,1980,Athletics,NA
118248,M,23,178,68,Japan,2016,Athletics,NA
118325,M,21,176,66,Japan,2000,Swimming,NA
118345,F,18,158,59,Japan,1960,Swimming,Bronze
118345,F,22,158,59,Japan,1964,Swimming,NA
118382,M,23,183,81,UK,2008,Swimming,NA
118403,F,21,162,57,Japan,2008,Swimming,NA
118437,M,23,175,71,China,1992,Cycling,NA
118464,M,23,165,57,Japan,1936,Athletics,NA
118617,M,26,198,90,Australia,2012,Swimming,Bronze
118618,M,20,189,88,Italy,1972,Swimming,NA
118633,M,26,193,75,Russia,1972,Athletics,Gold
118668,M,28,185,85,USA,2012,Swimming,Gold
118688,M,30,168,54,Japan,2004,Cycling,NA
118736,F,16,172,56,Australia,1976,Swimming,NA
118742,M,20,177,73,Japan,2012,Athletics,NA
118855,M,29,188,84,USA,2008,Athletics,Gold
118870,M,26,188,81,USA,2016,Athletics,Gold
118890,M,21,165,66,UK,1906,Swimming,Bronze
118890,M,27,165,66,UK,1912,Swimming,NA
118910,M,23,180,73,USA,1924,Athletics,NA
118937,M,23,183,80,USA,1972,Athletics,Gold
118949,F,26,165,54,UK,1972,Athletics,NA
118950,F,29,167,61,Canada,1988,Athletics,NA
119024,M,26,186,68,USA,2008,Athletics,NA
119108,F,25,170,58,France,1968,Athletics,NA
119108,F,29,170,58,France,1972,Athletics,NA
119108,F,33,170,58,France,1976,Athletics,NA
119143,F,27,169,55,France,1996,Cycling,NA
119229,M,30,186,78,Russia,1968,Athletics,NA
119305,M,15,180,76,UK,1968,Swimming,NA
119305,M,15,180,76,UK,1968,Swimming,NA
119412,M,24,178,68,USA,1960,Cycling,NA
119421,F,25,163,64,Germany,2000,Cycling,NA
119438,M,24,185,80,Canada,1992,Swimming,Gold
119439,M,24,183,64,USA,1900,Athletics,Silver
119439,M,24,183,64,USA,1900,Athletics,Gold
119442,M,25,166,52,France,1960,Athletics,NA
119459,F,20,168,60,USA,1984,Athletics,NA
119648,M,25,175,60,France,1984,Athletics,NA
119705,F,26,167,54,Germany,1984,Athletics,NA
119705,F,30,167,54,Germany,1988,Athletics,NA
119755,M,26,185,84,USA,2012,Swimming,Gold
119762,F,25,176,62,Germany,1988,Athletics,NA
119835,F,25,173,64,Australia,2000,Swimming,Bronze
119893,M,31,178,67,UK,2012,Athletics,NA
119898,M,25,184,92,UK,1984,Athletics,NA
119898,M,30,184,92,UK,1988,Athletics,NA
119900,M,31,168,55,UK,1964,Athletics,NA
119905,M,33,170,69,UK,1960,Cycling,NA
119915,M,30,167,60,UK,1980,Athletics,NA
119917,F,18,175,61,USA,1972,Athletics,NA
119922,F,19,177,69,USA,1992,Swimming,Gold
119922,F,31,177,69,USA,2004,Swimming,NA
119922,F,31,177,69,USA,2004,Swimming,Silver
119961,M,27,183,89,USA,1948,Athletics,Gold
120053,M,29,190,105,Germany,1972,Athletics,NA
120078,F,18,170,59,Australia,2016,Athletics,NA
120122,F,18,175,66,UK,1952,Athletics,NA
120219,F,22,165,60,China,1988,Athletics,NA
120219,F,26,165,60,China,1992,Athletics,NA
120350,F,19,169,60,Australia,1972,Athletics,NA
120354,M,33,178,70,Italy,1996,Athletics,NA
120385,M,25,194,118,Germany,1988,Athletics,Gold
120585,F,27,165,74,Russia,1976,Athletics,NA
120585,F,31,165,74,Russia,1980,Athletics,Gold
120621,M,20,188,63,Canada,1956,Athletics,NA
120621,M,24,188,63,Canada,1960,Athletics,NA
120644,F,24,168,56,Italy,1992,Swimming,NA
120644,F,28,168,56,Italy,1996,Swimming,NA
120644,F,28,168,56,Italy,1996,Swimming,NA
120707,M,17,187,80,Italy,1928,Athletics,NA
120720,M,24,172,66,Japan,1936,Athletics,NA
120894,F,37,164,50,Russia,2012,Athletics,NA
120962,M,22,197,81,UK,2004,Athletics,NA
120964,M,28,187,70,Australia,1964,Athletics,NA
120964,M,28,187,70,Australia,1964,Athletics,NA
121024,M,23,181,66,Australia,1980,Swimming,NA
121024,M,23,181,66,Australia,1980,Swimming,Gold
121057,M,27,179,71,Russia,1996,Cycling,NA
121057,M,31,179,71,Russia,2000,Cycling,NA
121072,M,22,167,68,Italy,1960,Cycling,NA
121078,M,29,187,87,USA,1968,Athletics,Gold
121105,F,19,185,65,Canada,1992,Swimming,NA
121258,F,21,183,68,USA,1988,Swimming,Silver
121488,M,30,180,80,France,2008,Cycling,NA
121502,F,19,170,54,USA,1972,Athletics,NA
121512,M,34,182,75,France,1996,Athletics,NA
121661,F,33,170,60,Russia,2000,Athletics,NA
121661,F,33,170,60,Russia,2000,Athletics,NA
121673,F,21,173,66,UK,1968,Athletics,NA
121694,M,23,180,75,Italy,1960,Cycling,Gold
121740,M,23,183,80,UK,1968,Athletics,NA
121740,M,26,183,80,UK,1972,Athletics,NA
121763,F,16,159,57,UK,1968,Swimming,NA
121771,F,17,174,66,Russia,1988,Swimming,NA
121830,M,20,171,75,France,1964,Cycling,NA
121837,M,21,187,68,Canada,1968,Athletics,NA
121871,M,24,192,79,Italy,1992,Swimming,NA
121871,M,24,192,79,Italy,1992,Swimming,NA
121875,M,23,170,67,Australia,1972,Cycling,NA
121879,M,21,178,70,Italy,1988,Cycling,NA
121997,M,30,199,94,Germany,2000,Swimming,NA
122024,F,36,160,56,USA,2000,Cycling,NA
122042,M,35,178,56,Australia,2008,Athletics,NA
122077,F,21,178,64,USA,2004,Athletics,Gold
122079,M,27,187,77,France,1992,Athletics,NA
122139,M,29,167,55,Germany,1980,Athletics,NA
122142,M,29,191,112,Russia,1960,Athletics,NA
122185,F,17,165,57,China,2000,Swimming,NA
122185,F,24,165,57,China,2008,Swimming,NA
122223,F,21,172,56,Russia,1980,Swimming,NA
122234,M,21,177,68,Germany,1968,Cycling,NA
122376,M,30,171,65,Japan,2004,Athletics,NA
122406,M,23,172,67,Japan,1988,Cycling,NA
122454,M,21,175,70,Russia,1964,Swimming,NA
122485,M,25,183,90,Australia,1984,Cycling,NA
122579,M,24,171,54,UK,1960,Athletics,NA
122629,M,25,201,125,Canada,2000,Athletics,NA
122630,F,24,180,86,USA,2000,Athletics,NA
122759,M,23,183,77,UK,2004,Athletics,NA
122812,M,20,187,78,Germany,1972,Swimming,NA
122867,F,20,169,60,UK,2016,Swimming,NA
122943,F,23,152,66,Canada,2012,Swimming,NA
123053,F,24,166,77,Japan,1960,Athletics,NA
123085,F,26,172,58,Russia,2008,Athletics,NA
123111,F,20,177,68,Japan,2008,Swimming,NA
123111,F,24,177,68,Japan,2012,Swimming,NA
123111,F,24,177,68,Japan,2012,Swimming,Bronze
123243,M,24,177,67,Italy,1960,Athletics,NA
123334,M,27,176,62,Japan,1972,Athletics,NA
123389,F,32,173,59,USA,2008,Athletics,NA
123396,M,19,198,82,Australia,1988,Swimming,NA
123396,M,19,198,82,Australia,1988,Swimming,NA
123601,F,23,165,58,Russia,1968,Swimming,NA
123613,F,15,166,65,Russia,1972,Swimming,NA
123709,M,26,180,69,Italy,1992,Athletics,NA
123788,M,21,191,84,Germany,1984,Athletics,NA
123788,M,29,191,84,Germany,1992,Athletics,NA
123797,M,32,178,62,France,1964,Athletics,NA
124087,M,26,172,69,Italy,1960,Cycling,Gold
124089,M,23,185,78,USA,1988,Athletics,Gold
124146,F,26,181,66,Germany,2004,Swimming,Bronze
124183,F,19,182,71,Canada,2012,Swimming,NA
124183,F,19,182,71,Canada,2012,Swimming,NA
124563,F,23,183,74,USA,1996,Swimming,NA
124641,M,27,185,77,USA,1984,Cycling,NA
124731,F,22,180,77,Canada,2016,Swimming,NA
124785,M,24,183,82,USA,1956,Cycling,NA
125049,M,19,189,79,USA,1968,Cycling,NA
125049,M,23,189,79,USA,1972,Cycling,NA
125083,M,24,193,95,USA,2008,Swimming,Gold
125141,M,38,164,60,Russia,1952,Athletics,NA
125202,M,30,193,84,Russia,1964,Athletics,NA
125428,F,18,172,62,Russia,1980,Swimming,Silver
125428,F,18,172,62,Russia,1980,Swimming,Bronze
125485,M,22,175,75,USA,1984,Swimming,NA
125489,M,23,175,69,Australia,1964,Athletics,NA
125596,M,29,182,73,Russia,1996,Athletics,NA
125628,M,29,175,69,Russia,1960,Athletics,NA
125841,M,19,180,75,USA,2000,Swimming,Silver
126173,M,24,169,69,Italy,1968,Cycling,NA
126175,M,23,181,66,France,1984,Athletics,NA
126301,M,24,188,83,France,2016,Athletics,NA
126332,F,23,170,62,USA,1992,Athletics,Bronze
126334,M,28,185,60,UK,1960,Athletics,Bronze
126389,M,19,170,66,France,1960,Swimming,NA
126470,M,25,177,67,Canada,1992,Cycling,NA
126475,M,20,181,73,France,1980,Athletics,NA
126835,M,29,198,90,Italy,2004,Swimming,NA
126989,F,19,172,57,Russia,1976,Swimming,NA
127028,M,25,190,88,Germany,1960,Swimming,NA
127043,F,21,160,66,Germany,2012,Cycling,NA
127108,M,23,185,76,Germany,1936,Athletics,Bronze
127173,F,18,180,75,Germany,1992,Swimming,NA
127173,F,22,180,75,Germany,1996,Swimming,Silver
127173,F,22,180,75,Germany,1996,Swimming,Bronze
127188,M,22,187,87,Russia,1988,Swimming,Bronze
127188,M,26,187,87,Russia,1992,Swimming,Silver
127202,F,30,166,56,Russia,2008,Athletics,Bronze
127260,M,20,190,78,Germany,2012,Swimming,NA
127292,F,22,182,68,USA,1932,Athletics,Gold
127414,F,16,178,63,USA,1960,Swimming,Gold
127419,M,25,187,77,Germany,1968,Swimming,NA
127419,M,28,187,77,Germany,1972,Swimming,NA
127467,F,23,166,62,Russia,1960,Swimming,NA
127502,M,26,193,69,Russia,2000,Athletics,NA
127502,M,34,193,69,Russia,2008,Athletics,NA
127679,M,28,173,60,France,2016,Cycling,NA
127804,F,17,166,62,Japan,1956,Swimming,NA
127811,F,21,167,64,Japan,2008,Cycling,NA
127888,F,16,174,52,Germany,1972,Swimming,NA
127894,M,23,185,82,Germany,1906,Athletics,NA
127894,M,23,185,82,Germany,1906,Athletics,NA
127900,F,26,178,58,Germany,2004,Athletics,NA
128058,M,27,175,71,USA,1972,Cycling,NA
128126,M,24,195,90,USA,2000,Swimming,Silver
128126,M,24,195,90,USA,2000,Swimming,Gold
128126,M,28,195,90,USA,2004,Swimming,Bronze
128145,M,22,184,84,UK,2012,Swimming,NA
128151,M,22,188,77,USA,1968,Swimming,Gold
128171,M,22,173,73,UK,1984,Cycling,NA
128244,F,24,179,64,UK,1976,Athletics,NA
128300,M,23,189,80,Germany,1980,Swimming,NA
128340,M,34,177,68,Canada,2000,Cycling,NA
128356,M,22,185,76,Germany,1992,Cycling,Gold
128459,M,21,167,65,China,1984,Swimming,NA
128459,M,21,167,65,China,1984,Swimming,NA
128486,F,20,168,60,China,2008,Athletics,NA
128524,F,20,170,68,China,2000,Swimming,NA
128565,M,22,191,74,China,2016,Swimming,Bronze
128617,F,21,171,83,China,1996,Cycling,NA
128617,F,26,171,83,China,2000,Cycling,NA
128646,M,24,180,62,China,2016,Athletics,Gold
128650,M,23,166,57,China,1936,Athletics,NA
128693,F,27,170,55,Australia,2008,Athletics,NA
128717,M,27,178,66,USA,2016,Athletics,NA
128740,F,26,170,57,Canada,2004,Swimming,NA
128740,F,26,170,57,Canada,2004,Swimming,NA
128745,M,26,175,60,Australia,1976,Athletics,NA
128757,M,20,188,71,USA,2004,Athletics,Gold
128757,M,24,188,71,USA,2008,Athletics,Gold
128757,M,24,188,71,USA,2008,Athletics,Silver
128767,M,26,187,100,Germany,1996,Swimming,NA
128768,M,35,164,59,Germany,1952,Athletics,NA
128773,M,26,185,83,Canada,2016,Athletics,Bronze
128808,M,21,197,105,Germany,1988,Athletics,NA
128825,M,25,189,78,Germany,2012,Swimming,NA
128893,M,23,173,67,Japan,1992,Swimming,NA
128978,F,15,172,60,Australia,1968,Swimming,NA
128980,F,22,164,57,USA,1968,Athletics,NA
128984,F,14,175,66,USA,1964,Swimming,Gold
128993,F,27,159,49,Australia,1992,Cycling,Gold
128993,F,31,159,49,Australia,1996,Cycling,NA
128994,M,21,177,68,China,1988,Swimming,NA
129008,M,29,177,68,Australia,1984,Cycling,NA
129091,M,31,182,63,UK,1968,Athletics,NA
129139,F,22,169,55,Germany,1976,Swimming,NA
129139,F,22,169,55,Germany,1976,Swimming,NA
129159,M,22,195,88,Germany,1992,Swimming,NA
129168,M,27,175,66,UK,1952,Athletics,NA
129226,F,20,170,54,Canada,2000,Athletics,NA
129231,F,19,168,59,USA,2016,Athletics,NA
129245,M,26,180,62,UK,2004,Cycling,NA
129262,F,17,175,65,Germany,1972,Swimming,Bronze
129304,F,23,163,59,Germany,2000,Cycling,NA
129315,M,39,170,70,Germany,1972,Athletics,NA
129365,M,23,183,73,USA,1952,Athletics,NA
129369,M,18,188,81,Australia,1948,Athletics,NA
129369,M,22,188,81,Australia,1952,Athletics,NA
129387,M,19,179,77,Germany,1964,Swimming,NA
129392,M,21,188,83,Germany,2016,Cycling,NA
129404,M,39,191,119,UK,2000,Athletics,NA
129470,F,29,163,46,Italy,2008,Athletics,NA
129521,M,20,182,70,Germany,1972,Athletics,NA
129521,M,24,182,70,Germany,1976,Athletics,NA
129561,M,27,188,80,Australia,2004,Swimming,NA
129570,F,29,171,67,Germany,2016,Cycling,NA
129579,F,25,174,50,USA,1992,Athletics,NA
129606,M,22,184,76,Australia,1972,Swimming,NA
129634,F,21,180,63,Germany,2016,Swimming,NA
129723,F,25,160,55,USA,1956,Athletics,NA
129755,M,25,181,84,Germany,1968,Athletics,NA
129774,M,24,178,70,UK,1968,Cycling,NA
129859,F,18,170,58,USA,1976,Athletics,NA
129891,F,17,171,60,Germany,1972,Swimming,NA
129914,M,22,183,68,USA,1920,Athletics,NA
129918,M,19,183,79,USA,1988,Swimming,NA
129993,M,21,183,79,Australia,1972,Swimming,NA
130000,F,16,173,61,Canada,1976,Athletics,NA
130004,F,19,161,52,USA,1964,Athletics,Silver
130031,F,32,163,56,USA,1972,Athletics,NA
130042,M,23,175,75,USA,1984,Cycling,NA
130045,M,31,173,62,UK,1996,Athletics,NA
130046,M,23,185,73,UK,1980,Athletics,NA
130070,F,27,165,54,UK,2000,Athletics,NA
130079,F,16,170,56,USA,1996,Swimming,Gold
130095,F,32,166,67,Canada,2012,Cycling,Bronze
130112,F,21,169,69,UK,1948,Athletics,NA
130137,F,16,175,60,USA,1968,Swimming,Gold
130218,M,17,180,70,Germany,1960,Swimming,NA
130224,M,21,195,87,Germany,1988,Swimming,NA
130311,M,20,190,82,UK,2000,Cycling,NA
130424,F,26,180,65,USA,1928,Athletics,Bronze
130463,M,18,182,76,UK,1972,Swimming,Silver
130471,M,37,193,115,USA,1988,Athletics,NA
130550,F,26,178,60,UK,1992,Athletics,NA
130551,M,21,183,80,USA,1936,Athletics,Gold
130552,F,25,171,69,UK,1960,Athletics,NA
130554,M,33,177,70,UK,1988,Athletics,NA
130579,M,22,180,73,UK,2016,Athletics,NA
130626,F,28,160,67,USA,2012,Athletics,Gold
130633,F,23,166,51,USA,1960,Athletics,NA
130645,F,25,175,67,Canada,2016,Swimming,Bronze
130651,M,19,170,56,Canada,1928,Athletics,NA
130657,M,19,178,69,USA,1972,Athletics,Gold
130704,M,22,183,81,USA,2000,Athletics,Gold
130743,F,15,168,55,UK,1980,Swimming,NA
130779,M,24,178,66,Canada,1932,Athletics,Bronze
130787,F,19,168,58,UK,1968,Athletics,NA
130788,F,24,162,57,Australia,1996,Cycling,NA
130788,F,28,162,57,Australia,2000,Cycling,NA
130790,M,23,176,73,Canada,1992,Athletics,NA
130862,F,28,170,65,USA,1996,Athletics,Gold
130964,M,19,185,77,Australia,1964,Swimming,NA
130964,M,19,185,77,Australia,1964,Swimming,NA
131012,M,31,180,70,UK,2004,Cycling,NA
131031,M,30,188,75,Canada,2016,Athletics,NA
131051,M,26,177,90,France,1932,Athletics,NA
131173,F,17,172,63,Germany,1968,Swimming,NA
131205,F,26,166,54,Germany,1992,Athletics,NA
131224,M,31,170,63,Canada,1996,Cycling,NA
131224,M,31,170,63,Canada,1996,Cycling,NA
131224,M,35,170,63,Canada,2000,Cycling,NA
131314,M,40,184,105,Germany,1952,Athletics,NA
131373,M,23,182,74,Germany,1936,Athletics,NA
131430,M,23,173,65,China,1996,Cycling,NA
131431,F,16,166,54,China,1984,Swimming,NA
131443,M,16,170,73,China,1968,Swimming,NA
131462,F,14,167,60,USA,1960,Swimming,NA
131468,M,26,182,78,Canada,1992,Athletics,NA
131530,M,18,172,70,UK,1968,Swimming,NA
131530,M,18,172,70,UK,1968,Swimming,Silver
131530,M,18,172,70,UK,1968,Swimming,NA
131550,M,29,175,63,Canada,2016,Cycling,NA
131579,M,17,183,84,USA,1952,Swimming,Gold
131638,M,22,183,66,USA,1972,Athletics,Gold
131688,M,24,186,84,Australia,2012,Swimming,NA
131688,M,24,186,84,Australia,2012,Swimming,NA
131701,M,25,180,75,Canada,1988,Athletics,NA
131713,M,22,170,69,USA,1912,Athletics,Silver
131751,M,23,185,75,Australia,2008,Athletics,NA
131797,M,23,175,68,China,2008,Cycling,NA
131809,M,17,185,76,China,2004,Swimming,NA
131820,F,25,161,53,China,2016,Athletics,NA
131928,M,29,187,68,Canada,2012,Athletics,NA
131929,M,26,178,68,USA,1936,Athletics,Gold
131994,F,18,178,67,China,1988,Swimming,NA
132013,F,28,180,92,China,1996,Athletics,NA
132018,M,19,181,77,China,1988,Swimming,NA
132020,F,23,162,50,China,1988,Athletics,NA
132021,F,22,175,60,China,2008,Athletics,NA
132028,F,24,165,52,China,1988,Athletics,NA
132096,F,20,173,70,China,2004,Swimming,NA
132120,M,20,179,78,China,2008,Swimming,NA
132254,M,24,163,51,Japan,1928,Athletics,NA
132287,F,26,165,60,Japan,2016,Swimming,NA
132291,M,22,179,65,Japan,1964,Athletics,NA
132308,M,28,182,69,Japan,2012,Cycling,NA
132322,M,20,181,70,Japan,2012,Athletics,NA
132328,M,22,178,72,Japan,2000,Swimming,NA
132328,M,26,178,72,Japan,2004,Swimming,Bronze
132337,M,21,176,68,Japan,2000,Athletics,NA
132371,M,26,178,66,Japan,1988,Athletics,NA
132380,F,38,162,51,UK,2012,Athletics,NA
132388,M,21,174,66,Japan,1992,Athletics,NA
132413,F,18,168,56,China,1988,Swimming,NA
132413,F,18,168,56,China,1988,Swimming,NA
132421,F,20,167,61,China,1988,Cycling,NA
132423,M,20,190,75,China,2016,Swimming,NA
132526,F,18,168,61,China,2008,Athletics,NA
132572,M,27,177,65,China,2000,Athletics,NA
132573,F,19,175,68,China,2004,Swimming,NA
132573,F,23,175,68,China,2008,Swimming,Silver
132577,M,20,180,70,China,2012,Swimming,NA
132628,F,23,160,58,China,2016,Cycling,NA
132646,M,19,170,65,UK,1960,Athletics,NA
132647,M,20,178,69,Russia,1968,Cycling,NA
132647,M,24,178,69,Russia,1972,Cycling,Gold
132685,M,20,174,78,Japan,1996,Swimming,NA
132744,F,16,173,64,China,2012,Swimming,Gold
132765,F,20,178,64,Russia,2012,Swimming,NA
132765,F,20,178,64,Russia,2012,Swimming,Bronze
132786,M,22,184,80,Russia,1996,Swimming,Silver
132839,M,20,187,67,France,2004,Athletics,NA
132916,F,32,182,94,Russia,2008,Athletics,NA
132921,F,27,160,48,China,2000,Cycling,NA
132933,F,24,180,63,Russia,1988,Athletics,NA
132941,M,30,174,65,Russia,1980,Athletics,NA
132996,M,18,184,70,China,1988,Swimming,NA
133175,F,15,166,53,China,2008,Swimming,NA
133195,F,23,165,57,USA,1988,Athletics,Gold
133195,F,27,165,57,USA,1992,Athletics,Silver
133202,M,19,190,79,USA,1960,Athletics,Gold
133202,M,19,190,79,USA,1960,Athletics,NA
133205,M,23,175,67,USA,1960,Athletics,NA
133205,M,31,175,67,USA,1968,Athletics,Bronze
133205,M,31,175,67,USA,1968,Athletics,NA
133214,M,24,181,79,USA,2000,Athletics,NA
133249,M,20,190,79,USA,1920,Athletics,NA
133391,M,21,187,75,China,1984,Athletics,NA
133421,F,19,168,50,Russia,2000,Swimming,NA
133511,F,16,165,58,Russia,1976,Swimming,NA
133634,F,29,160,50,USA,1992,Cycling,NA
133857,M,21,183,72,Italy,1960,Athletics,NA
134016,M,24,195,92,USA,1932,Athletics,Bronze
134149,M,26,198,92,Russia,1992,Athletics,NA
134243,F,19,168,56,Germany,1972,Athletics,Gold
134284,F,30,176,63,Canada,2012,Athletics,NA
134319,F,20,183,70,USA,1988,Swimming,Bronze
134341,F,21,162,56,China,2000,Athletics,NA
134349,M,20,175,69,Germany,1972,Athletics,NA
134415,M,20,174,70,China,1988,Swimming,NA
134430,F,23,167,61,China,1988,Athletics,NA
134462,F,26,166,53,China,2004,Athletics,NA
134491,F,26,168,65,China,2004,Cycling,NA
134517,M,23,183,80,China,2012,Cycling,NA
134532,M,22,185,85,China,2016,Swimming,NA
134603,F,18,163,62,China,2008,Athletics,NA
134615,F,18,174,57,China,2016,Swimming,NA
134617,F,21,173,60,China,2016,Swimming,NA
134617,F,21,173,60,China,2016,Swimming,NA
134639,F,25,165,60,China,1996,Cycling,NA
134646,F,17,176,63,China,2008,Swimming,NA
134652,M,18,184,76,China,1996,Swimming,NA
134652,M,18,184,76,China,1996,Swimming,NA
134666,M,17,190,80,China,2004,Swimming,NA
134676,M,17,186,81,China,1996,Swimming,NA
134695,F,24,175,59,Russia,1976,Athletics,NA
134695,F,28,175,59,Russia,1980,Athletics,Silver
134719,M,22,174,65,Russia,1968,Athletics,NA
134724,M,23,180,73,China,1988,Athletics,NA
134729,M,20,177,73,China,1984,Swimming,NA
134768,F,15,166,56,Russia,1992,Swimming,NA
134778,F,25,155,42,China,1992,Athletics,NA
134783,F,25,168,62,China,2016,Cycling,NA
134789,F,29,162,45,China,2008,Athletics,Bronze
134815,F,26,172,94,China,1992,Athletics,NA
134823,F,20,170,50,China,2008,Athletics,NA
134842,F,20,174,78,China,1984,Athletics,NA
134849,F,17,177,62,China,2016,Swimming,NA
134864,F,22,173,67,China,2004,Swimming,NA
134864,F,26,173,67,China,2008,Swimming,NA
134869,M,20,186,74,China,1992,Cycling,NA
134869,M,20,186,74,China,1992,Cycling,NA
134985,M,29,208,93,Germany,1996,Swimming,NA
134994,F,18,175,65,Germany,1988,Swimming,NA
135013,F,27,167,51,Germany,2008,Athletics,NA
135075,M,21,180,68,USA,1960,Athletics,NA
135082,M,18,182,80,Russia,2008,Swimming,NA
135210,M,28,170,64,Italy,2004,Cycling,NA
135271,M,29,178,76,China,1996,Athletics,NA
135274,M,28,184,72,China,1984,Athletics,NA
135415,M,20,193,82,Russia,1980,Swimming,NA
135415,M,20,193,82,Russia,1980,Swimming,Gold
135489,F,18,182,71,Russia,2008,Swimming,NA
135489,F,22,182,71,Russia,2012,Swimming,Silver
135489,F,26,182,71,Russia,2016,Swimming,NA
135553,F,21,168,80,Russia,1952,Athletics,Gold
256,M,31,178,61,USA,2008,Athletics,NA
256,M,35,178,61,USA,2012,Athletics,NA
402,M,30,184,85,Germany,2016,Athletics,NA
460,M,22,190,78,Russia,1972,Swimming,NA
465,M,30,197,92,Australia,2016,Swimming,Bronze
